T06,"Enrolment in primary, secondary and tertiary education levels",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
328,Guyana,2005,Gross enrollment ratio - Primary (male),101.1069,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2005,Gross enrollment ratio - Primary (female),100.6475,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2005,Students enrolled in secondary education (thousands),70.6150,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2005,Gross enrollment ratio - Secondary (male),88.1405,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2005,Gross enrollment ratio - Secondary (female),90.2970,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2005,Students enrolled in tertiary education (thousands),7.2780,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2005,Gross enrollment ratio - Tertiary (male),7.7233,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2005,Gross enrollment ratio - Tertiary (female),16.4124,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2010,Students enrolled in primary education (thousands),99.2410,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2010,Gross enrollment ratio - Primary (male),97.9368,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2010,Gross enrollment ratio - Primary (female),95.0251,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2010,Students enrolled in secondary education (thousands),80.6760,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2010,Gross enrollment ratio - Secondary (male),88.4107,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2010,Gross enrollment ratio - Secondary (female),91.8929,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2010,Students enrolled in tertiary education (thousands),7.9390,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2010,Gross enrollment ratio - Tertiary (male),6.9248,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2010,Gross enrollment ratio - Tertiary (female),16.3398,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2012,Students enrolled in primary education (thousands),94.4880,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2012,Gross enrollment ratio - Primary (male),99.6120,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2012,Gross enrollment ratio - Primary (female),96.0188,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2012,Students enrolled in secondary education (thousands),85.9340,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2012,Gross enrollment ratio - Secondary (male),96.2895,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2012,Gross enrollment ratio - Secondary (female),99.2102,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2012,Students enrolled in tertiary education (thousands),8.8570,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2012,Gross enrollment ratio - Tertiary (male),7.7879,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
328,Guyana,2012,Gross enrollment ratio - Tertiary (female),15.3876,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2004,Students enrolled in primary education (thousands),1257.3580,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2004,Gross enrollment ratio - Primary (male),106.5005,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2004,Gross enrollment ratio - Primary (female),106.0258,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2004,Students enrolled in tertiary education (thousands),122.8740,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2004,Gross enrollment ratio - Tertiary (male),13.1993,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2004,Gross enrollment ratio - Tertiary (female),18.9656,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2005,Students enrolled in primary education (thousands),1231.5330,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2005,Gross enrollment ratio - Primary (male),101.7894,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2005,Gross enrollment ratio - Primary (female),101.7076,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2010,Students enrolled in primary education (thousands),1274.9040,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2010,Gross enrollment ratio - Primary (male),100.6344,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2010,Gross enrollment ratio - Primary (female),100.6845,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2010,Students enrolled in secondary education (thousands),655.2940,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2010,Gross enrollment ratio - Secondary (male),59.1338,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2010,Gross enrollment ratio - Secondary (female),72.7675,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2010,Students enrolled in tertiary education (thousands),169.8780,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2010,Gross enrollment ratio - Tertiary (male),18.1096,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2010,Gross enrollment ratio - Tertiary (female),20.9490,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2014,Students enrolled in primary education (thousands),1150.0420,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
340,Honduras,2014,Gross enrollment ratio - Primary (male),92.6128,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
